,first_login_dt,week_year,user_id,habito,habito_dt,activacion,activacion_dt,setup,setup_dt,return,return_dt,min_dt,activacion_dias,setup_dias,return_dias,habito_dias
1522,2022-01-20,3,MLB2552882240,0,,0,,0,,0,,2022-01-20,,,,
9049,2022-01-24,4,MLB2554018460,0,,0,,0,,1,2022-01-25,2022-01-24,,,1,
7003,2022-01-09,1,MLB2554230100,0,,0,,0,,0,,2022-01-09,,,,
6922,2022-01-29,4,MLB2554398690,0,,0,,0,,1,2022-02-20,2022-01-29,,,22,
9896,2022-01-22,3,MLB2556349790,1,2022-02-19,1,2022-01-22,1,2022-02-10,1,2022-01-24,2022-01-22,0,19,2,28
6422,2022-01-23,3,MLB2557432640,0,,1,2022-01-31,0,,1,2022-01-31,2022-01-23,8,,8,
3154,2022-01-03,1,MLB2557534440,0,,0,,0,,1,2022-01-10,2022-01-03,,,7,
11225,2022-01-21,3,MLB2558232790,0,,0,,0,,0,,2022-01-21,,,,
5570,2022-01-30,4,MLB2559410860,0,,0,,0,,1,2022-01-31,2022-01-30,,,1,
9670,2022-01-26,4,MLB2559493260,0,,1,2022-01-26,0,,1,2022-02-23,2022-01-26,0,,28,
4348,2022-01-10,2,MLB2559999400,0,,0,,0,,1,2022-01-13,2022-01-10,,,3,
6054,2022-01-11,2,MLB2560426990,0,,1,2022-01-18,1,2022-01-18,1,2022-01-18,2022-01-11,7,7,7,
6291,2022-01-16,2,MLB2562130630,0,,0,,0,,1,2022-01-19,2022-01-16,,,3,
2543,2022-01-22,3,MLB2563111560,0,,0,,0,,0,,2022-01-22,,,,
5648,2022-01-18,3,MLB2563134740,0,,1,2022-01-26,0,,1,2022-01-26,2022-01-18,8,,8,
4408,2022-01-24,4,MLB2565121210,0,,1,2022-01-24,1,2022-01-24,1,2022-01-25,2022-01-24,0,0,1,
127,2022-01-01,1,MLB2565162150,0,,1,2022-01-01,1,2022-01-01,1,2022-01-09,2022-01-01,0,0,8,
7189,2022-01-29,4,MLB2565224860,0,,0,,0,,0,,2022-01-29,,,,
955,2022-01-21,3,MLB2566934540,0,,1,2022-01-21,0,,1,2022-01-22,2022-01-21,0,,1,
939,2022-01-10,2,MLB2567071810,0,,0,,0,,1,2022-01-13,2022-01-10,,,3,
7734,2022-01-17,3,MLB2569387900,0,,0,,0,,0,,2022-01-17,,,,
6915,2022-01-19,3,MLB2570556310,0,,0,,0,,1,2022-01-28,2022-01-19,,,9,
7546,2022-01-08,1,MLB2570612800,0,,1,2022-01-10,1,2022-01-10,1,2022-01-10,2022-01-08,2,2,2,
7555,2022-01-25,4,MLB2571516930,0,,0,,0,,1,2022-02-01,2022-01-25,,,7,
376,2022-01-10,2,MLB2571665910,0,,0,,1,2022-01-10,1,2022-01-27,2022-01-10,,0,17,
6783,2022-01-26,4,MLB2571888910,0,,0,,0,,1,2022-02-05,2022-01-26,,,10,
7047,2022-01-11,2,MLB2571926370,0,,0,,0,,1,2022-01-13,2022-01-11,,,2,
1212,2022-01-26,4,MLB257279560,0,,0,,0,,0,,2022-01-26,,,,
4942,2022-01-10,2,MLB2573030240,0,,1,2022-01-10,0,,1,2022-01-11,2022-01-10,0,,1,
9782,2022-01-11,2,MLB2573472710,0,,1,2022-01-29,0,,1,2022-02-07,2022-01-11,18,,27,
5138,2022-01-07,1,MLB2574236940,0,,1,2022-01-14,1,2022-01-14,1,2022-01-14,2022-01-07,7,7,7,
766,2022-01-11,2,MLB2574936120,0,,0,,0,,1,2022-02-08,2022-01-11,,,28,
3155,2022-01-03,1,MLB2575453090,0,,0,,1,2022-01-25,1,2022-01-10,2022-01-03,,22,7,
7427,2022-01-06,1,MLB2577610430,0,,1,2022-01-06,1,2022-01-06,0,,2022-01-06,0,0,,
3939,2022-01-18,3,MLB2578082140,0,,0,,1,2022-02-14,1,2022-01-26,2022-01-18,,27,8,
3788,2022-01-25,4,MLB2579795790,0,,0,,0,,0,,2022-01-25,,,,
1637,2022-01-14,2,MLB2580454540,0,,1,2022-01-14,1,2022-01-14,1,2022-02-06,2022-01-14,0,0,23,
769,2022-01-11,2,MLB2581983920,0,,0,,0,,1,2022-01-12,2022-01-11,,,1,
2322,2022-01-29,4,MLB258225270,0,,1,2022-01-29,0,,0,,2022-01-29,0,,,
7980,2022-01-18,3,MLB2582429590,0,,0,,0,,0,,2022-01-18,,,,
3784,2022-01-25,4,MLB2582459850,0,,0,,0,,1,2022-01-26,2022-01-25,,,1,
4980,2022-01-13,2,MLB2582743870,0,,0,,1,2022-01-20,1,2022-01-14,2022-01-13,,7,1,
5590,2022-01-23,3,MLB2583574550,0,,0,,0,,0,,2022-01-23,,,,
7043,2022-01-06,1,MLB2584432330,0,,0,,0,,0,,2022-01-06,,,,
9978,2022-01-03,1,MLB2585592820,0,,1,2022-01-03,1,2022-01-03,0,,2022-01-03,0,0,,
3489,2022-01-06,1,MLB2585893260,0,,0,,1,2022-01-06,0,,2022-01-06,,0,,
5226,2022-01-29,4,MLB2587204760,0,,1,2022-02-04,1,2022-02-03,1,2022-01-30,2022-01-29,6,5,1,
4641,2022-01-09,1,MLB2587363500,1,2022-02-03,1,2022-01-20,1,2022-01-09,1,2022-01-14,2022-01-09,11,0,5,25
7631,2022-01-30,4,MLB2587395590,0,,1,2022-01-30,1,2022-01-30,1,2022-02-04,2022-01-30,0,0,5,
6394,2022-01-17,3,MLB2588385770,1,2022-01-21,1,2022-01-21,1,2022-01-25,1,2022-01-18,2022-01-17,4,8,1,4
1044,2022-01-08,1,MLB2588919240,0,,1,2022-01-08,1,2022-01-08,1,2022-01-12,2022-01-08,0,0,4,
5254,2022-01-26,4,MLB258953150,0,,0,,1,2022-01-26,0,,2022-01-26,,0,,
1229,2022-01-17,3,MLB2590286850,0,,1,2022-01-17,0,,0,,2022-01-17,0,,,
9101,2022-01-06,1,MLB2590614990,0,,1,2022-01-06,1,2022-02-04,1,2022-01-07,2022-01-06,0,29,1,
1174,2022-01-25,4,MLB2591566470,0,,0,,0,,1,2022-01-26,2022-01-25,,,1,
6977,2022-01-13,2,MLB2592381160,0,,1,2022-01-14,1,2022-01-14,1,2022-01-14,2022-01-13,1,1,1,
3651,2022-01-11,2,MLB2592894450,1,2022-01-14,1,2022-01-11,0,,1,2022-01-12,2022-01-11,0,,1,3
650,2022-01-14,2,MLB2593048470,0,,1,2022-01-20,0,,1,2022-01-17,2022-01-14,6,,3,
2560,2022-01-11,2,MLB2593144190,0,,1,2022-01-14,0,,1,2022-01-12,2022-01-11,3,,1,
568,2022-01-01,1,MLB2593901140,0,,1,2022-01-25,1,2022-01-01,0,,2022-01-01,24,0,,
5722,2022-01-16,2,MLB2594249920,0,,0,,0,,1,2022-01-17,2022-01-16,,,1,
9152,2022-01-21,3,MLB2597058270,0,,0,,0,,0,,2022-01-21,,,,
8060,2022-01-09,1,MLB2597354050,0,,0,,1,2022-01-09,0,,2022-01-09,,0,,
9381,2022-01-18,3,MLB2598812010,0,,1,2022-01-21,0,,1,2022-01-23,2022-01-18,3,,5,
6154,2022-01-23,3,MLB2599224280,0,,1,2022-02-22,0,,1,2022-02-02,2022-01-23,30,,10,
7750,2022-01-07,1,MLB2600242810,1,2022-01-11,1,2022-01-09,1,2022-01-09,1,2022-01-09,2022-01-07,2,2,2,4
6028,2022-01-05,1,MLB2601877590,0,,0,,0,,0,,2022-01-05,,,,
6665,2022-01-07,1,MLB2602202040,0,,0,,1,2022-01-07,1,2022-01-08,2022-01-07,,0,1,
1903,2022-01-10,2,MLB2606206970,0,,0,,1,2022-01-10,0,,2022-01-10,,0,,
847,2022-01-03,1,MLB2606454530,0,,1,2022-01-03,1,2022-01-03,1,2022-01-04,2022-01-03,0,0,1,
5850,2022-01-27,4,MLB2608274040,0,,1,2022-01-27,1,2022-01-27,0,,2022-01-27,0,0,,
3381,2022-01-19,3,MLB2608937930,0,,1,2022-01-19,0,,1,2022-01-25,2022-01-19,0,,6,
2757,2022-01-30,4,MLB2609995200,0,,0,,0,,0,,2022-01-30,,,,
2642,2022-01-16,2,MLB2610616290,0,,1,2022-01-16,1,2022-01-16,1,2022-01-18,2022-01-16,0,0,2,
7600,2022-01-20,3,MLB2610758390,0,,0,,0,,1,2022-01-23,2022-01-20,,,3,
1415,2022-01-23,3,MLB2611445900,0,,0,,0,,0,,2022-01-23,,,,
2151,2022-01-12,2,MLB2611966750,0,,0,,1,2022-02-02,1,2022-01-13,2022-01-12,,21,1,
8027,2022-01-27,4,MLB2612061070,0,,0,,0,,1,2022-02-17,2022-01-27,,,21,
3574,2022-01-07,1,MLB2612729380,0,,1,2022-01-10,0,,1,2022-01-08,2022-01-07,3,,1,
4017,2022-01-23,3,MLB2613013550,0,,1,2022-01-27,0,,1,2022-01-24,2022-01-23,4,,1,
6323,2022-01-04,1,MLB2613535760,0,,0,,0,,0,,2022-01-04,,,,
1847,2022-01-28,4,MLB2614931510,0,,1,2022-02-09,1,2022-02-03,1,2022-01-29,2022-01-28,12,6,1,
5295,2022-01-01,1,MLB2615021920,0,,0,,0,,1,2022-01-18,2022-01-01,,,17,
5427,2022-01-16,2,MLB2615209100,0,,1,2022-02-01,0,,1,2022-01-17,2022-01-16,16,,1,
6657,2022-01-27,4,MLB2615237170,0,,0,,0,,1,2022-01-28,2022-01-27,,,1,
9529,2022-01-31,5,MLB2615674540,0,,1,2022-01-31,0,,1,2022-02-01,2022-01-31,0,,1,
8276,2022-01-18,3,MLB2617349230,0,,0,,0,,0,,2022-01-18,,,,
396,2022-01-21,3,MLB2618160800,1,2022-02-13,1,2022-01-21,1,2022-01-21,1,2022-01-22,2022-01-21,0,0,1,23
971,2022-01-13,2,MLB2618165120,0,,1,2022-01-25,0,,0,,2022-01-13,12,,,
5778,2022-01-25,4,MLB2620838570,0,,0,,0,,0,,2022-01-25,,,,
1259,2022-01-16,2,MLB2621007590,0,,0,,1,2022-01-18,1,2022-01-17,2022-01-16,,2,1,
7655,2022-01-15,2,MLB2621832970,0,,0,,1,2022-02-09,1,2022-02-09,2022-01-15,,25,25,
7322,2022-01-29,4,MLB2622164840,0,,1,2022-02-04,1,2022-01-29,1,2022-01-31,2022-01-29,6,0,2,
8299,2022-01-10,2,MLB2622705630,0,,1,2022-01-10,0,,1,2022-01-11,2022-01-10,0,,1,
4226,2022-01-10,2,MLB262285220,0,,1,2022-01-10,0,,0,,2022-01-10,0,,,
7529,2022-01-28,4,MLB2622960740,0,,1,2022-01-28,0,,0,,2022-01-28,0,,,
6305,2022-01-15,2,MLB2624219750,0,,1,2022-01-22,1,2022-01-15,1,2022-01-18,2022-01-15,7,0,3,
8327,2022-01-03,1,MLB2624421040,0,,1,2022-01-10,0,,1,2022-01-04,2022-01-03,7,,1,
753,2022-01-12,2,MLB2625050420,0,,0,,0,,0,,2022-01-12,,,,
5292,2022-01-30,4,MLB2625097600,0,,1,2022-02-07,0,,1,2022-02-02,2022-01-30,8,,3,
8557,2022-01-19,3,MLB2627347790,0,,1,2022-01-28,1,2022-01-19,1,2022-01-23,2022-01-19,9,0,4,
5184,2022-01-08,1,MLB2627753160,0,,1,2022-01-08,0,,0,,2022-01-08,0,,,
9927,2022-01-29,4,MLB2629962540,0,,0,,1,2022-01-29,0,,2022-01-29,,0,,
2380,2022-01-30,4,MLB2631014470,0,,0,,0,,0,,2022-01-30,,,,
8051,2022-01-07,1,MLB2631198800,0,,1,2022-01-07,0,,0,,2022-01-07,0,,,
7519,2022-01-23,3,MLB2631217390,0,,1,2022-01-23,0,,0,,2022-01-23,0,,,
1544,2022-01-03,1,MLB2632031730,0,,1,2022-01-03,0,,1,2022-01-10,2022-01-03,0,,7,
7246,2022-01-07,1,MLB2633126560,1,2022-01-08,1,2022-01-07,0,,1,2022-01-08,2022-01-07,0,,1,1
4871,2022-01-30,4,MLB2634318520,0,,0,,0,,1,2022-01-31,2022-01-30,,,1,
8374,2022-01-28,4,MLB263553640,0,,0,,0,,1,2022-01-30,2022-01-28,,,2,
2161,2022-01-25,4,MLB2637774870,0,,0,,0,,1,2022-01-26,2022-01-25,,,1,
9413,2022-01-20,3,MLB2639385590,0,,0,,0,,0,,2022-01-20,,,,
6453,2022-01-08,1,MLB2639787870,0,,1,2022-01-08,1,2022-01-08,1,2022-01-17,2022-01-08,0,0,9,
1009,2022-01-24,4,MLB2640029480,0,,0,,0,,0,,2022-01-24,,,,
2941,2022-01-06,1,MLB2640568440,1,2022-01-23,1,2022-01-13,1,2022-01-06,1,2022-01-07,2022-01-06,7,0,1,17
8891,2022-01-13,2,MLB2640762120,0,,1,2022-01-13,0,,1,2022-01-15,2022-01-13,0,,2,
4235,2022-01-26,4,MLB2640828320,0,,0,,0,,0,,2022-01-26,,,,
1338,2022-01-29,4,MLB2642162970,1,2022-01-29,1,2022-01-29,1,2022-01-29,1,2022-01-31,2022-01-29,0,0,2,0
3520,2022-01-10,2,MLB2644581800,0,,0,,1,2022-02-02,1,2022-01-24,2022-01-10,,23,14,
3395,2022-01-10,2,MLB2645776780,0,,0,,0,,1,2022-01-12,2022-01-10,,,2,
4481,2022-01-20,3,MLB2646115460,0,,0,,0,,1,2022-02-12,2022-01-20,,,23,
1687,2022-01-07,1,MLB2646987040,0,,1,2022-01-16,1,2022-01-07,1,2022-01-08,2022-01-07,9,0,1,
7776,2022-01-24,4,MLB2649872660,0,,0,,0,,0,,2022-01-24,,,,
6168,2022-01-15,2,MLB2649920760,0,,1,2022-01-15,0,,0,,2022-01-15,0,,,
146,2022-01-24,4,MLB2650705130,0,,0,,0,,0,,2022-01-24,,,,
8096,2022-01-22,3,MLB2651067570,0,,1,2022-02-09,1,2022-01-22,1,2022-01-23,2022-01-22,18,0,1,
5603,2022-01-15,2,MLB2651073110,0,,0,,0,,1,2022-02-07,2022-01-15,,,23,
5359,2022-01-06,1,MLB2651189220,0,,0,,0,,0,,2022-01-06,,,,
1812,2022-01-27,4,MLB265252640,1,2022-02-26,1,2022-02-10,1,2022-02-10,1,2022-02-03,2022-01-27,14,14,7,30
348,2022-01-11,2,MLB2652773990,0,,1,2022-01-12,0,,1,2022-01-12,2022-01-11,1,,1,
5728,2022-01-23,3,MLB2653348050,1,2022-02-02,1,2022-01-23,1,2022-01-23,1,2022-01-24,2022-01-23,0,0,1,10
8256,2022-01-08,1,MLB2653358430,0,,0,,1,2022-01-12,1,2022-01-09,2022-01-08,,4,1,
9580,2022-01-16,2,MLB2654395790,0,,0,,0,,1,2022-01-17,2022-01-16,,,1,
8289,2022-01-29,4,MLB2654499850,0,,0,,1,2022-01-30,1,2022-01-30,2022-01-29,,1,1,
9587,2022-01-23,3,MLB2655583470,0,,0,,1,2022-01-23,1,2022-02-03,2022-01-23,,0,11,
797,2022-01-14,2,MLB2656259720,0,,1,2022-01-14,1,2022-01-14,1,2022-02-01,2022-01-14,0,0,18,
1387,2022-01-13,2,MLB2656310500,0,,0,,0,,0,,2022-01-13,,,,
4709,2022-01-18,3,MLB2658225090,0,,0,,0,,1,2022-01-19,2022-01-18,,,1,
3716,2022-01-27,4,MLB2658433150,1,2022-02-09,1,2022-02-02,0,,1,2022-01-28,2022-01-27,6,,1,13
413,2022-01-13,2,MLB2658576470,0,,0,,0,,0,,2022-01-13,,,,
2735,2022-01-21,3,MLB2659777910,0,,1,2022-01-21,1,2022-01-21,0,,2022-01-21,0,0,,
3715,2022-01-27,4,MLB2660758050,1,2022-02-09,1,2022-01-27,1,2022-01-27,1,2022-01-28,2022-01-27,0,0,1,13
9607,2022-01-22,3,MLB2661460490,0,,0,,0,,1,2022-02-01,2022-01-22,,,10,
2604,2022-01-20,3,MLB2663546040,0,,1,2022-01-20,0,,1,2022-01-27,2022-01-20,0,,7,
4041,2022-01-05,1,MLB2663651030,0,,1,2022-01-05,0,,1,2022-01-06,2022-01-05,0,,1,
8689,2022-01-11,2,MLB2664653490,0,,0,,0,,0,,2022-01-11,,,,
2916,2022-01-04,1,MLB2667621190,0,,0,,0,,0,,2022-01-04,,,,
2398,2022-01-02,1,MLB2669733480,1,2022-01-07,1,2022-01-07,1,2022-01-02,1,2022-01-07,2022-01-02,5,0,5,5
609,2022-01-12,2,MLB2670428780,0,,1,2022-01-25,0,,1,2022-01-22,2022-01-12,13,,10,
3964,2022-01-31,5,MLB2671264690,0,,1,2022-01-31,1,2022-01-31,1,2022-02-01,2022-01-31,0,0,1,
8924,2022-01-28,4,MLB2672356060,0,,1,2022-01-28,0,,1,2022-01-31,2022-01-28,0,,3,
190,2022-01-06,1,MLB2673754970,1,2022-02-04,1,2022-01-08,1,2022-01-07,1,2022-01-07,2022-01-06,2,1,1,29
3459,2022-01-15,2,MLB2673807800,0,,0,,1,2022-01-15,0,,2022-01-15,,0,,
7266,2022-01-24,4,MLB2674383600,0,,0,,0,,1,2022-02-02,2022-01-24,,,9,
11157,2022-01-28,4,MLB267532890,0,,0,,0,,0,,2022-01-28,,,,
2045,2022-01-10,2,MLB2676823850,0,,0,,0,,0,,2022-01-10,,,,
248,2022-01-17,3,MLB2677595370,0,,0,,0,,0,,2022-01-17,,,,
2023,2022-01-18,3,MLB2677783390,0,,1,2022-01-18,1,2022-01-18,1,2022-01-20,2022-01-18,0,0,2,
3299,2022-01-27,4,MLB2678357150,0,,0,,0,,0,,2022-01-27,,,,
1833,2022-01-09,1,MLB2678637380,0,,1,2022-01-09,1,2022-01-24,1,2022-01-13,2022-01-09,0,15,4,
2529,2022-01-28,4,MLB2679061740,0,,0,,0,,0,,2022-01-28,,,,
2745,2022-01-13,2,MLB2679501080,0,,0,,0,,1,2022-01-21,2022-01-13,,,8,
6812,2022-01-03,1,MLB2679608920,0,,1,2022-01-23,0,,1,2022-01-23,2022-01-03,20,,20,
2185,2022-01-19,3,MLB2680124530,0,,1,2022-01-23,0,,1,2022-01-22,2022-01-19,4,,3,
8532,2022-01-12,2,MLB2680344540,0,,0,,0,,0,,2022-01-12,,,,
3037,2022-01-02,1,MLB2680383640,0,,0,,0,,0,,2022-01-02,,,,
9437,2022-01-30,4,MLB2681219750,0,,0,,0,,0,,2022-01-30,,,,
5917,2022-01-08,1,MLB2682092920,0,,0,,0,,1,2022-01-22,2022-01-08,,,14,
7896,2022-01-09,1,MLB2682393130,0,,1,2022-01-09,0,,0,,2022-01-09,0,,,
8913,2022-01-24,4,MLB2683394030,0,,1,2022-01-24,0,,1,2022-01-25,2022-01-24,0,,1,
822,2022-01-17,3,MLB2683679600,1,2022-01-18,1,2022-01-17,1,2022-01-17,1,2022-01-18,2022-01-17,0,0,1,1
5143,2022-01-09,1,MLB2684563200,0,,0,,0,,0,,2022-01-09,,,,
3082,2022-01-25,4,MLB2684734410,0,,0,,0,,0,,2022-01-25,,,,
4376,2022-01-13,2,MLB2685700090,0,,1,2022-01-13,0,,1,2022-01-18,2022-01-13,0,,5,
4151,2022-01-23,3,MLB2686103610,0,,1,2022-01-29,1,2022-01-24,1,2022-01-24,2022-01-23,6,1,1,
4272,2022-01-07,1,MLB2686327050,0,,0,,0,,1,2022-01-25,2022-01-07,,,18,
3229,2022-01-25,4,MLB2687323370,0,,1,2022-01-25,1,2022-01-25,1,2022-02-03,2022-01-25,0,0,9,
3853,2022-01-13,2,MLB2689263420,0,,0,,0,,1,2022-01-16,2022-01-13,,,3,
5488,2022-01-06,1,MLB2690613680,0,,1,2022-01-06,1,2022-01-06,1,2022-01-12,2022-01-06,0,0,6,
9441,2022-01-07,1,MLB2691609640,0,,0,,0,,0,,2022-01-07,,,,
7894,2022-01-01,1,MLB2691908520,0,,0,,0,,0,,2022-01-01,,,,
9079,2022-01-12,2,MLB2692774480,0,,0,,0,,1,2022-01-13,2022-01-12,,,1,
8038,2022-01-03,1,MLB2692937700,0,,0,,0,,1,2022-01-04,2022-01-03,,,1,
4659,2022-01-15,2,MLB2694158550,0,,0,,0,,0,,2022-01-15,,,,
1099,2022-01-21,3,MLB2696437590,0,,0,,0,,0,,2022-01-21,,,,
157,2022-01-28,4,MLB2697739180,0,,0,,0,,1,2022-01-31,2022-01-28,,,3,
3603,2022-01-15,2,MLB2698433220,0,,0,,0,,0,,2022-01-15,,,,
6578,2022-01-22,3,MLB2699585360,0,,0,,0,,1,2022-01-23,2022-01-22,,,1,
3149,2022-01-13,2,MLB2701726000,0,,0,,0,,1,2022-01-17,2022-01-13,,,4,
7706,2022-01-29,4,MLB2702578560,0,,0,,1,2022-01-29,1,2022-02-01,2022-01-29,,0,3,
3511,2022-01-29,4,MLB2704902630,0,,1,2022-01-29,0,,1,2022-02-13,2022-01-29,0,,15,
4857,2022-01-13,2,MLB2705281990,0,,1,2022-01-13,1,2022-01-13,1,2022-01-14,2022-01-13,0,0,1,
5956,2022-01-26,4,MLB2707164720,0,,1,2022-02-25,1,2022-01-26,1,2022-01-27,2022-01-26,30,0,1,
9921,2022-01-18,3,MLB2707717220,0,,1,2022-01-18,0,,1,2022-01-22,2022-01-18,0,,4,
3436,2022-01-07,1,MLB2708209780,0,,0,,1,2022-01-07,0,,2022-01-07,,0,,
6917,2022-01-19,3,MLB2708864670,0,,0,,0,,0,,2022-01-19,,,,
5271,2022-01-17,3,MLB2710488870,0,,1,2022-01-17,0,,0,,2022-01-17,0,,,
4901,2022-01-05,1,MLB2713188730,0,,0,,0,,0,,2022-01-05,,,,
4452,2022-01-18,3,MLB2714491820,0,,0,,0,,0,,2022-01-18,,,,
235,2022-01-20,3,MLB2714820630,0,,0,,0,,0,,2022-01-20,,,,
6241,2022-01-26,4,MLB2716345690,0,,0,,0,,1,2022-01-27,2022-01-26,,,1,
171,2022-01-22,3,MLB2717606070,0,,1,2022-01-26,1,2022-01-22,1,2022-01-24,2022-01-22,4,0,2,
9165,2022-01-13,2,MLB2720966400,0,,0,,0,,1,2022-01-14,2022-01-13,,,1,
6679,2022-01-23,3,MLB2720974620,0,,1,2022-02-02,0,,1,2022-01-31,2022-01-23,10,,8,
747,2022-01-05,1,MLB2721998290,0,,0,,0,,1,2022-01-23,2022-01-05,,,18,
659,2022-01-10,2,MLB2722270800,0,,0,,0,,1,2022-01-14,2022-01-10,,,4,
2670,2022-01-05,1,MLB2722723290,0,,0,,1,2022-01-05,0,,2022-01-05,,0,,
4141,2022-01-01,1,MLB2723280490,0,,0,,0,,0,,2022-01-01,,,,
5158,2022-01-28,4,MLB2723856830,0,,1,2022-01-28,1,2022-01-28,1,2022-01-30,2022-01-28,0,0,2,
8520,2022-01-05,1,MLB2724078530,0,,1,2022-01-05,1,2022-01-05,1,2022-01-06,2022-01-05,0,0,1,
7305,2022-01-11,2,MLB2724581610,0,,0,,0,,1,2022-01-12,2022-01-11,,,1,
8395,2022-01-08,1,MLB2726918080,0,,0,,0,,1,2022-01-15,2022-01-08,,,7,
5593,2022-01-02,1,MLB2727953580,0,,1,2022-01-03,1,2022-01-03,1,2022-01-03,2022-01-02,1,1,1,
11112,2022-01-27,4,MLB2728647440,0,,1,2022-01-27,0,,0,,2022-01-27,0,,,
972,2022-01-03,1,MLB2728963900,0,,1,2022-01-04,1,2022-01-03,1,2022-01-04,2022-01-03,1,0,1,
20,2022-01-02,1,MLB2729735530,0,,0,,1,2022-01-06,1,2022-01-06,2022-01-02,,4,4,
3783,2022-01-25,4,MLB2730689030,0,,0,,0,,1,2022-01-27,2022-01-25,,,2,
8126,2022-01-11,2,MLB2731070300,0,,0,,0,,1,2022-02-08,2022-01-11,,,28,
9150,2022-01-21,3,MLB2731490400,1,2022-02-10,1,2022-02-05,1,2022-01-23,1,2022-01-22,2022-01-21,15,2,1,20
1897,2022-01-14,2,MLB2731511850,0,,0,,0,,0,,2022-01-14,,,,
3245,2022-01-19,3,MLB2734379330,0,,1,2022-01-19,0,,1,2022-01-20,2022-01-19,0,,1,
9191,2022-01-23,3,MLB2735794400,0,,0,,0,,1,2022-01-25,2022-01-23,,,2,
5960,2022-01-20,3,MLB2736077150,0,,1,2022-01-20,1,2022-01-21,1,2022-01-21,2022-01-20,0,1,1,
11132,2022-01-16,2,MLB2737789450,0,,0,,1,2022-01-16,0,,2022-01-16,,0,,
3514,2022-01-14,2,MLB2738552400,0,,0,,0,,0,,2022-01-14,,,,
5689,2022-01-21,3,MLB2741390010,0,,1,2022-01-22,1,2022-01-21,1,2022-01-22,2022-01-21,1,0,1,
6659,2022-01-30,4,MLB2742848060,0,,0,,0,,1,2022-01-31,2022-01-30,,,1,
617,2022-01-08,1,MLB2743543900,0,,1,2022-01-08,0,,1,2022-01-12,2022-01-08,0,,4,
6852,2022-01-28,4,MLB2743806580,0,,0,,0,,0,,2022-01-28,,,,
2231,2022-01-30,4,MLB2744814770,0,,1,2022-02-12,0,,1,2022-01-31,2022-01-30,13,,1,
8259,2022-01-25,4,MLB2744899390,0,,0,,0,,0,,2022-01-25,,,,
9493,2022-01-06,1,MLB2746263110,0,,0,,0,,1,2022-01-07,2022-01-06,,,1,
8815,2022-01-06,1,MLB2746365830,0,,0,,0,,0,,2022-01-06,,,,
5282,2022-01-03,1,MLB2746943030,0,,0,,0,,0,,2022-01-03,,,,
6680,2022-01-23,3,MLB2747260370,0,,0,,1,2022-01-23,0,,2022-01-23,,0,,
7584,2022-01-10,2,MLB2748069620,0,,0,,1,2022-01-10,1,2022-01-11,2022-01-10,,0,1,
9306,2022-01-27,4,MLB2749318390,1,2022-02-14,1,2022-01-29,1,2022-01-27,1,2022-01-29,2022-01-27,2,0,2,18
2445,2022-01-11,2,MLB2750179090,0,,0,,0,,1,2022-01-12,2022-01-11,,,1,
2291,2022-01-08,1,MLB2751934780,0,,1,2022-02-05,0,,1,2022-02-05,2022-01-08,28,,28,
8962,2022-01-11,2,MLB2752642800,0,,1,2022-01-11,1,2022-01-11,1,2022-01-12,2022-01-11,0,0,1,
4856,2022-01-13,2,MLB2752963330,0,,0,,0,,1,2022-01-14,2022-01-13,,,1,
3854,2022-01-13,2,MLB2753428190,0,,0,,0,,1,2022-01-24,2022-01-13,,,11,
3755,2022-01-15,2,MLB2753914220,0,,0,,0,,1,2022-01-16,2022-01-15,,,1,
1240,2022-01-13,2,MLB275404610,0,,0,,0,,1,2022-01-26,2022-01-13,,,13,
2646,2022-01-09,1,MLB2754557140,1,2022-01-14,1,2022-01-09,1,2022-01-09,1,2022-01-10,2022-01-09,0,0,1,5
9064,2022-01-04,1,MLB2755515130,0,,0,,0,,1,2022-01-05,2022-01-04,,,1,
9380,2022-01-18,3,MLB2757434170,0,,0,,0,,1,2022-01-19,2022-01-18,,,1,
9247,2022-01-06,1,MLB2758620060,0,,0,,1,2022-01-19,1,2022-01-12,2022-01-06,,13,6,
7732,2022-01-17,3,MLB2761073830,0,,0,,0,,0,,2022-01-17,,,,
11281,2022-01-04,1,MLB2762945570,0,,1,2022-01-05,0,,1,2022-01-05,2022-01-04,1,,1,
973,2022-01-03,1,MLB2764921360,0,,0,,1,2022-01-03,1,2022-01-16,2022-01-03,,0,13,
2589,2022-01-31,5,MLB2768317580,0,,0,,0,,0,,2022-01-31,,,,
2349,2022-01-20,3,MLB2770681290,0,,0,,1,2022-02-03,1,2022-01-21,2022-01-20,,14,1,
4677,2022-01-05,1,MLB2771191710,0,,0,,0,,0,,2022-01-05,,,,
5073,2022-01-29,4,MLB2771608060,0,,0,,1,2022-01-29,1,2022-02-04,2022-01-29,,0,6,
4451,2022-01-18,3,MLB2773888680,1,2022-01-25,1,2022-01-25,1,2022-01-27,1,2022-01-21,2022-01-18,7,9,3,7
780,2022-01-19,3,MLB2773991430,0,,0,,0,,0,,2022-01-19,,,,
3086,2022-01-06,1,MLB2775078050,0,,0,,0,,0,,2022-01-06,,,,
3292,2022-01-17,3,MLB2775394270,0,,1,2022-01-17,0,,1,2022-01-18,2022-01-17,0,,1,
8818,2022-01-11,2,MLB2778396260,0,,0,,0,,0,,2022-01-11,,,,
